Reservation-id,Gender,Age,Ethnicity,Educational_Level,Income,Country_region,Hotel_Type,Expected_checkin,Expected_checkout,Booking_date,Adults,Children,Babies,Meal_Type,Visted_Previously,Previous_Cancellations,Deposit_type,Booking_channel,Required_Car_Parking,Reservation_Status,Use_Promotion,Discount_Rate,Room_Rate,lead_time
79077006,F,64,African American,High-School,50K -- 100K,North,City Hotel,2016-03-30,2016-04-01,2016-03-30,3,3,1,BB,No,No,Non-Refundable,Agent,Yes,Check-Out,Yes,20,164,0
3068101,F,58,Asian American,College,<25K,East,Airport Hotels,2016-04-03,2016-04-05,2015-10-20,4,3,0,BB,No,No,No Deposit,Online,No,Check-Out,Yes,25,119,166
20467794,M,64,Asian American,Grad,50K -- 100K,West,Airport Hotels,2016-04-03,2016-04-06,2015-10-21,2,2,2,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,163,165
82265102,M,28,caucasian,College,25K --50K,West,Airport Hotels,2016-04-03,2016-04-06,2015-10-21,2,2,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,25,125,165
76044759,F,46,African American,High-School,50K -- 100K,North,Resort,2016-04-04,2016-04-06,2015-10-21,2,3,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,223,166
75930065,M,54,African American,College,25K --50K,South,City Hotel,2016-04-04,2016-04-05,2015-10-20,2,2,1,BB,Yes,No,Refundable,Online,No,Check-Out,Yes,20,226,167
31454335,F,45,caucasian,High-School,25K --50K,North,Resort,2016-04-04,2016-04-08,2015-10-23,2,3,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,25,204,164
42979082,M,64,caucasian,College,<25K,South,Resort,2016-04-04,2016-04-08,2015-10-23,2,1,1,BB,No,No,Refundable,Online,No,Check-Out,Yes,30,202,164
36848059,M,67,African American,High-School,50K -- 100K,East,Resort,2016-04-04,2016-04-07,2015-10-22,2,3,0,BB,Yes,No,No Deposit,Online,No,Check-Out,Yes,10,158,165
89437694,M,30,Latino,Grad,>100K,South,City Hotel,2016-04-04,2016-04-05,2015-10-20,2,1,0,BB,Yes,Yes,No Deposit,Agent,Yes,Check-Out,No,0,139,167
75245904,F,66,Latino,Grad,<25K,West,City Hotel,2016-04-04,2016-04-06,2015-11-02,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,20,192,154
72068524,F,49,caucasian,Grad,25K --50K,West,Airport Hotels,2016-04-04,2016-04-05,2015-10-20,2,3,0,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,10,209,167
90945660,F,53,Asian American,College,<25K,South,City Hotel,2016-04-04,2016-04-07,2015-10-22,2,3,0,BB,No,No,No Deposit,Agent,No,Check-Out,No,0,133,165
68937173,F,41,Latino,Grad,25K --50K,South,City Hotel,2016-04-04,2016-04-05,2015-10-20,1,1,0,BB,Yes,No,No Deposit,Direct,Yes,Check-Out,Yes,5,240,167
20685347,M,24,African American,Grad,>100K,South,City Hotel,2016-04-04,2016-04-05,2015-10-20,5,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,25,118,167
26919173,M,40,African American,Grad,50K -- 100K,South,Airport Hotels,2016-01-11,2016-01-12,2015-09-11,1,1,0,BB,No,No,No Deposit,Online,No,Check-Out,Yes,25,192,122
11028951,M,58,African American,College,25K --50K,South,City Hotel,2015-10-03,2015-10-04,2015-03-13,1,2,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,No,0,189,204
91942717,F,25,African American,College,<25K,East,Airport Hotels,2016-03-31,2016-04-02,2015-10-16,2,3,1,BB,Yes,Yes,No Deposit,Online,No,Check-Out,Yes,10,155,167
97080361,F,48,African American,College,50K -- 100K,East,Airport Hotels,2016-04-03,2016-04-04,2015-10-18,1,2,0,BB,No,No,Refundable,Direct,No,Check-Out,Yes,5,114,168
18287331,F,50,caucasian,Mid-School,<25K,South,City Hotel,2016-04-03,2016-04-04,2015-10-18,2,2,1,BB,No,No,Refundable,Online,No,Check-Out,Yes,30,122,168
74196184,M,44,African American,Grad,25K --50K,South,Resort,2016-04-03,2016-04-06,2015-10-20,3,1,0,BB,No,No,Refundable,Online,No,Check-Out,Yes,5,123,166
30059957,M,68,African American,College,<25K,West,City Hotel,2016-04-03,2016-04-05,2015-10-19,2,2,0,BB,No,No,Non-Refundable,Agent,No,Check-Out,Yes,25,139,167
47378315,F,70,caucasian,High-School,25K --50K,South,Resort,2015-08-24,2015-08-26,2015-01-14,1,3,1,BB,Yes,Yes,No Deposit,Agent,No,Check-Out,Yes,10,147,222
92669004,M,54,African American,College,25K --50K,East,City Hotel,2016-04-03,2016-04-05,2015-10-19,2,1,0,BB,Yes,Yes,No Deposit,Direct,Yes,Check-Out,Yes,20,103,167
42657680,F,49,African American,College,25K --50K,North,Resort,2016-04-03,2016-04-04,2015-10-18,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,5,200,168
39293447,F,61,caucasian,College,50K -- 100K,North,Resort,2016-04-03,2016-04-06,2015-10-20,2,1,1,BB,No,No,No Deposit,Online,No,Check-Out,Yes,30,199,166
18335713,M,52,Asian American,Grad,>100K,South,Airport Hotels,2016-04-03,2016-04-05,2015-10-19,3,1,0,BB,Yes,No,Non-Refundable,Agent,No,Check-Out,No,0,179,167
85471755,F,50,Asian American,High-School,50K -- 100K,South,Airport Hotels,2016-04-03,2016-04-04,2015-10-18,2,1,0,BB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,15,121,168
13987980,F,57,caucasian,High-School,50K -- 100K,East,Airport Hotels,2016-04-03,2016-04-05,2015-10-19,2,1,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,No,0,102,167
76108340,M,70,African American,College,<25K,East,City Hotel,2016-04-03,2016-04-06,2015-10-20,4,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,40,127,166
59066388,M,57,African American,College,>100K,South,Airport Hotels,2016-04-03,2016-04-04,2015-10-18,1,2,0,BB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,40,208,168
70015801,F,22,African American,College,>100K,South,Airport Hotels,2016-04-03,2016-04-04,2015-10-18,3,1,1,BB,Yes,Yes,No Deposit,Online,Yes,Check-Out,Yes,25,111,168
1929663,F,47,African American,High-School,25K --50K,South,Airport Hotels,2016-04-03,2016-04-04,2015-10-18,2,3,0,BB,No,No,Non-Refundable,Online,Yes,Check-Out,Yes,10,159,168
47649375,M,68,Latino,Grad,<25K,North,Airport Hotels,2016-04-03,2016-04-05,2015-10-19,1,1,2,BB,Yes,No,No Deposit,Online,No,Check-Out,Yes,20,220,167
95900445,F,25,Asian American,Mid-School,50K -- 100K,North,City Hotel,2016-04-03,2016-04-04,2015-10-18,3,2,0,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,25,170,168
49773037,M,64,caucasian,Mid-School,<25K,South,City Hotel,2016-04-03,2016-04-07,2015-10-21,2,2,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,30,241,165
58533200,F,34,Latino,Mid-School,50K -- 100K,West,Resort,2016-04-03,2016-04-05,2015-10-19,2,2,2,BB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,20,237,167
5146392,M,45,caucasian,Grad,50K -- 100K,West,Resort,2016-04-03,2016-04-04,2015-10-18,3,2,1,BB,Yes,Yes,No Deposit,Online,Yes,Check-Out,Yes,5,248,168
43490584,M,61,Latino,Grad,25K --50K,North,City Hotel,2016-04-03,2016-04-04,2015-10-18,3,2,0,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,20,151,168
93138505,F,43,Latino,Grad,50K -- 100K,South,Airport Hotels,2016-04-03,2016-04-04,2015-10-18,1,1,1,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,221,168
66879256,F,49,caucasian,College,25K --50K,East,Airport Hotels,2016-04-03,2016-04-04,2015-10-18,1,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,40,137,168
92737947,M,67,African American,Mid-School,50K -- 100K,East,City Hotel,2016-04-04,2016-04-05,2015-10-19,1,2,0,BB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,20,223,168
58758953,F,29,Asian American,Grad,>100K,North,Airport Hotels,2016-04-04,2016-04-05,2015-10-19,2,2,0,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,25,249,168
53624022,M,29,African American,Grad,<25K,North,Airport Hotels,2016-04-04,2016-04-05,2015-10-19,3,2,1,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,220,168
5416393,M,45,Asian American,High-School,<25K,South,Airport Hotels,2016-04-03,2016-04-04,2015-10-18,5,1,1,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,105,168
83477015,M,62,caucasian,High-School,25K --50K,North,Airport Hotels,2016-04-03,2016-04-06,2015-10-20,2,2,2,BB,Yes,Yes,No Deposit,Online,No,Check-Out,No,0,154,166
91864155,M,50,caucasian,Grad,<25K,West,City Hotel,2016-04-03,2016-04-06,2015-10-20,1,1,0,BB,Yes,No,No Deposit,Agent,Yes,Check-Out,No,0,123,166
78938607,M,60,Latino,College,50K -- 100K,South,City Hotel,2016-04-03,2016-04-04,2015-10-18,4,2,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-Out,Yes,10,161,168
91341426,M,63,African American,College,25K --50K,South,Resort,2016-04-03,2016-04-05,2015-10-19,2,1,0,BB,Yes,No,No Deposit,Online,No,Check-Out,Yes,20,120,167
10630775,M,59,Asian American,Grad,<25K,South,City Hotel,2016-04-03,2016-04-05,2015-10-19,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,5,137,167
72644122,F,19,Latino,High-School,<25K,South,Resort,2016-03-24,2016-03-25,2015-10-08,2,3,1,BB,Yes,No,No Deposit,Direct,No,Check-Out,Yes,10,206,168
34011242,F,55,Asian American,College,<25K,South,Airport Hotels,2016-04-04,2016-04-05,2015-10-19,3,3,1,BB,No,No,Refundable,Online,No,Check-Out,Yes,25,240,168
80315977,F,32,caucasian,High-School,>100K,North,City Hotel,2016-04-04,2016-04-05,2015-10-19,5,1,0,BB,Yes,No,No Deposit,Online,Yes,Check-Out,No,0,178,168
49786772,M,23,African American,High-School,50K -- 100K,South,Resort,2016-04-04,2016-04-07,2015-10-21,3,2,0,BB,No,No,No Deposit,Online,No,Check-Out,Yes,10,162,166
38518398,F,42,caucasian,College,50K -- 100K,North,City Hotel,2016-04-04,2016-04-05,2015-10-19,3,2,1,BB,No,No,No Deposit,Agent,Yes,Check-Out,No,0,166,168
11441572,M,45,Asian American,College,<25K,South,City Hotel,2016-03-24,2016-03-27,2015-10-10,3,2,1,BB,No,No,Refundable,Online,Yes,Check-Out,No,0,189,166
26070633,M,18,Asian American,College,<25K,South,Airport Hotels,2016-03-24,2016-03-27,2015-10-10,2,3,2,BB,No,No,No Deposit,Online,No,Check-Out,Yes,15,189,166
16623306,F,36,caucasian,Mid-School,25K --50K,South,City Hotel,2016-03-24,2016-03-25,2015-10-08,3,2,1,BB,Yes,No,No Deposit,Online,No,Check-Out,Yes,5,213,168
86836700,M,25,African American,High-School,<25K,South,City Hotel,2016-03-24,2016-03-25,2015-10-08,2,1,1,BB,Yes,Yes,Non-Refundable,Direct,Yes,Check-Out,Yes,25,108,168
88523379,M,37,caucasian,College,<25K,North,Airport Hotels,2016-04-04,2016-04-06,2015-10-20,3,2,1,BB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,20,198,167
44469063,F,55,caucasian,Grad,25K --50K,North,City Hotel,2016-04-04,2016-04-07,2015-10-21,2,2,0,BB,No,No,No Deposit,Online,No,Check-Out,No,0,195,166
11304403,F,19,caucasian,College,50K -- 100K,South,Airport Hotels,2016-04-04,2016-04-07,2015-10-21,1,1,0,BB,No,No,No Deposit,Direct,No,Check-Out,Yes,10,147,166
84177940,F,40,Latino,Grad,25K --50K,West,Resort,2016-04-04,2016-04-05,2015-10-19,3,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,25,100,168
18720258,M,56,caucasian,Mid-School,50K -- 100K,East,Airport Hotels,2016-03-24,2016-03-26,2015-10-09,5,3,1,BB,No,No,Refundable,Direct,Yes,Check-Out,Yes,5,170,167
44026724,M,67,Asian American,High-School,50K -- 100K,East,Resort,2016-04-04,2016-04-07,2015-10-21,1,3,1,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,5,235,166
22538180,F,18,African American,High-School,>100K,West,Resort,2016-04-04,2016-04-05,2015-10-19,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,25,130,168
22056753,M,39,African American,Mid-School,>100K,North,City Hotel,2016-04-04,2016-04-05,2015-10-19,2,2,0,BB,No,No,Refundable,Direct,Yes,Check-Out,No,0,105,168
27518787,M,24,Latino,College,25K --50K,North,City Hotel,2016-04-04,2016-04-05,2015-10-19,2,2,0,BB,No,No,Non-Refundable,Online,Yes,Check-Out,Yes,20,213,168
14143622,F,43,Latino,Grad,50K -- 100K,South,City Hotel,2016-04-04,2016-04-06,2015-10-20,2,1,1,BB,Yes,Yes,No Deposit,Direct,No,Check-Out,No,0,199,167
91877076,M,62,Latino,College,25K --50K,West,Airport Hotels,2016-04-04,2016-04-05,2015-10-19,3,2,1,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,40,218,168
811057,F,30,African American,High-School,50K -- 100K,West,City Hotel,2016-04-04,2016-04-05,2015-10-19,3,1,0,BB,No,No,No Deposit,Direct,No,Check-Out,Yes,25,242,168
25440865,M,26,African American,High-School,<25K,West,Resort,2016-04-04,2016-04-06,2015-10-20,1,2,0,BB,No,No,Refundable,Direct,Yes,Check-Out,Yes,15,250,167
64816547,M,69,Asian American,High-School,>100K,North,City Hotel,2016-04-04,2016-04-05,2015-10-19,3,1,1,BB,No,No,No Deposit,Online,No,Check-Out,No,0,167,168
33373750,F,47,caucasian,College,<25K,West,City Hotel,2016-04-04,2016-04-07,2015-10-21,2,2,1,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,123,166
83112371,F,40,African American,College,50K -- 100K,South,City Hotel,2016-03-24,2016-03-26,2015-10-09,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,5,113,167
65070709,F,47,Latino,College,50K -- 100K,East,Resort,2016-03-24,2016-03-27,2015-10-10,2,3,0,BB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,25,220,166
87480974,F,60,Latino,High-School,25K --50K,South,Airport Hotels,2016-04-05,2016-04-07,2015-10-21,2,1,0,BB,No,No,Non-Refundable,Direct,Yes,Check-Out,Yes,10,120,167
88046008,F,52,African American,High-School,<25K,West,Airport Hotels,2016-03-17,2016-03-18,2016-02-10,2,1,0,BB,Yes,No,No Deposit,Online,No,Check-Out,Yes,10,203,36
67185527,M,60,Asian American,College,<25K,West,City Hotel,2016-04-04,2016-04-05,2015-10-19,4,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,5,233,168
20243512,M,41,African American,Grad,<25K,South,Resort,2016-04-04,2016-04-06,2015-10-20,2,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,5,189,167
86604725,M,42,Latino,Mid-School,>100K,East,City Hotel,2016-04-05,2016-04-06,2015-10-20,2,1,1,BB,No,No,No Deposit,Direct,No,Check-Out,No,0,130,168
58642446,F,65,Latino,College,50K -- 100K,North,Airport Hotels,2016-02-24,2016-02-27,2015-11-28,1,3,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,30,227,88
75347233,F,42,Latino,Grad,25K --50K,North,Airport Hotels,2016-01-20,2016-01-23,2015-11-08,2,1,0,BB,No,No,Non-Refundable,Online,No,Check-Out,No,0,161,73
60952241,F,61,caucasian,Mid-School,<25K,South,City Hotel,2016-03-14,2016-03-16,2016-01-31,2,3,1,BB,Yes,Yes,No Deposit,Online,Yes,Check-Out,Yes,10,245,43
90163722,M,36,Asian American,College,50K -- 100K,South,Airport Hotels,2016-03-28,2016-03-29,2016-02-27,2,3,1,BB,No,No,Non-Refundable,Direct,Yes,Check-Out,Yes,30,178,30
40866591,F,24,Asian American,College,25K --50K,North,Airport Hotels,2016-04-05,2016-04-07,2015-11-15,2,1,2,BB,No,No,No Deposit,Online,No,Check-Out,Yes,15,152,142
78716050,F,68,caucasian,High-School,50K -- 100K,West,Airport Hotels,2016-04-05,2016-04-07,2015-11-15,2,1,0,BB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,25,225,142
6403170,M,35,African American,College,<25K,North,City Hotel,2016-04-05,2016-04-08,2015-11-16,1,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,25,102,141
6588765,M,30,African American,High-School,<25K,South,Airport Hotels,2016-04-08,2016-04-09,2015-10-29,4,1,1,BB,Yes,Yes,Refundable,Direct,Yes,Check-Out,Yes,10,224,162
86315354,M,53,Asian American,Grad,>100K,North,Airport Hotels,2016-02-29,2016-03-02,2016-01-24,2,1,2,BB,Yes,No,Refundable,Online,No,Check-Out,Yes,10,225,36
9076098,F,18,caucasian,College,25K --50K,South,City Hotel,2016-04-06,2016-04-07,2015-10-15,2,2,0,BB,Yes,No,Refundable,Direct,Yes,Check-Out,Yes,30,216,174
13169634,F,18,Asian American,High-School,50K -- 100K,West,Resort,2016-03-15,2016-03-18,2016-02-08,1,2,0,BB,Yes,No,No Deposit,Agent,Yes,Check-Out,Yes,5,135,36
71048497,F,36,African American,Grad,25K --50K,East,City Hotel,2016-03-29,2016-04-01,2016-02-29,2,2,0,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,30,140,29
17541820,M,33,African American,High-School,50K -- 100K,North,Resort,2016-04-09,2016-04-11,2015-09-02,2,1,1,BB,Yes,No,Refundable,Online,Yes,Check-Out,Yes,40,221,220
93248853,F,50,African American,College,50K -- 100K,South,Airport Hotels,2016-03-07,2016-03-10,2016-01-11,2,2,1,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,231,56
35183010,F,37,African American,College,25K --50K,South,City Hotel,2016-04-09,2016-04-11,2015-09-02,3,2,1,BB,Yes,No,No Deposit,Agent,Yes,Check-Out,Yes,25,202,220
25023834,F,25,African American,College,<25K,East,Resort,2016-03-01,2016-03-02,2016-01-30,5,1,0,BB,Yes,No,No Deposit,Direct,Yes,Check-Out,Yes,5,211,31
80091574,F,64,Latino,Mid-School,>100K,West,Resort,2016-02-05,2016-02-06,2015-12-08,2,1,1,BB,Yes,Yes,No Deposit,Direct,Yes,Check-Out,Yes,20,189,59
41879759,M,66,caucasian,College,25K --50K,South,Airport Hotels,2016-04-06,2016-04-07,2016-04-06,3,1,0,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,20,248,0
90537046,F,53,caucasian,Mid-School,>100K,East,Airport Hotels,2016-03-02,2016-03-03,2016-01-30,1,1,0,BB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,10,163,32
49937683,F,34,caucasian,High-School,25K --50K,North,Airport Hotels,2016-03-02,2016-03-03,2016-01-30,3,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,204,32
37070867,M,59,caucasian,College,<25K,East,Airport Hotels,2016-03-28,2016-03-31,2016-01-30,2,1,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,No,0,139,58
34312105,M,68,African American,Grad,>100K,South,Airport Hotels,2016-04-04,2016-04-06,2015-10-07,1,3,0,BB,No,No,Non-Refundable,Online,Yes,Check-Out,Yes,10,198,180
56624958,F,63,Latino,Mid-School,<25K,South,Airport Hotels,2016-04-06,2016-04-10,2015-10-22,1,2,1,HB,Yes,No,Refundable,Direct,No,Check-Out,Yes,10,210,167
57669384,M,70,African American,Mid-School,50K -- 100K,West,Resort,2016-04-06,2016-04-07,2015-10-19,1,1,2,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,40,147,170
65214345,M,58,Asian American,Grad,>100K,South,Airport Hotels,2016-04-06,2016-04-09,2015-10-21,1,2,0,HB,Yes,No,No Deposit,Agent,Yes,Check-Out,Yes,25,234,168
66581026,M,51,Asian American,High-School,25K --50K,North,Airport Hotels,2016-04-06,2016-04-07,2015-10-19,5,1,2,HB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,20,212,170
1369196,F,24,caucasian,College,25K --50K,West,City Hotel,2016-04-06,2016-04-07,2015-10-19,1,1,0,HB,Yes,Yes,No Deposit,Online,Yes,Check-Out,Yes,5,158,170
47114352,M,35,African American,Grad,50K -- 100K,South,Airport Hotels,2016-04-06,2016-04-10,2015-10-22,3,1,0,HB,Yes,No,No Deposit,Online,No,Check-Out,Yes,30,208,167
13413605,F,48,caucasian,High-School,25K --50K,South,Resort,2016-04-06,2016-04-07,2015-10-19,3,2,0,HB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,10,137,170
60389359,M,25,Latino,High-School,25K --50K,West,Airport Hotels,2016-04-06,2016-04-07,2015-10-19,1,1,1,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,204,170
5196091,M,26,caucasian,College,50K -- 100K,East,Resort,2016-04-06,2016-04-07,2015-10-19,4,2,0,HB,No,No,No Deposit,Direct,No,Check-Out,Yes,25,169,170
14358604,M,67,caucasian,Mid-School,50K -- 100K,South,Airport Hotels,2016-04-06,2016-04-08,2015-10-20,5,1,0,HB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,10,176,169
91885955,M,51,Asian American,College,<25K,East,City Hotel,2016-04-06,2016-04-07,2015-10-19,4,1,0,HB,No,No,No Deposit,Online,No,Check-Out,Yes,5,123,170
87116835,F,36,Asian American,Mid-School,<25K,West,Airport Hotels,2016-03-08,2016-03-10,2016-02-12,4,3,0,BB,Yes,No,Refundable,Direct,Yes,Check-Out,Yes,5,152,25
58988864,F,31,Latino,Mid-School,<25K,West,Airport Hotels,2016-04-06,2016-04-07,2015-10-19,5,2,0,HB,No,No,No Deposit,Agent,No,Check-Out,Yes,5,140,170
83127195,M,70,African American,Mid-School,<25K,North,Resort,2016-04-06,2016-04-08,2015-10-20,3,3,0,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,25,182,169
86752257,M,55,Asian American,College,<25K,East,Airport Hotels,2016-04-06,2016-04-09,2015-10-21,2,3,1,HB,No,No,No Deposit,Online,No,Check-Out,Yes,20,175,168
41999607,M,67,Latino,Grad,<25K,South,Airport Hotels,2016-04-06,2016-04-08,2015-10-20,2,1,1,HB,No,No,Refundable,Direct,Yes,Check-Out,Yes,25,225,169
47204727,M,64,Latino,College,<25K,South,Resort,2016-04-06,2016-04-08,2015-10-20,5,2,0,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,15,154,169
52082090,M,58,Latino,High-School,25K --50K,East,City Hotel,2016-04-04,2016-04-05,2015-10-17,2,2,1,HB,No,No,Refundable,Online,Yes,Check-Out,Yes,25,125,170
86939306,M,27,African American,Grad,50K -- 100K,South,Airport Hotels,2016-04-06,2016-04-07,2015-10-19,1,2,0,HB,No,No,No Deposit,Agent,No,Check-Out,No,0,230,170
27222099,F,36,Latino,High-School,>100K,West,Airport Hotels,2016-04-06,2016-04-07,2015-10-19,1,1,1,HB,No,No,Refundable,Online,Yes,Check-Out,Yes,5,104,170
46597754,F,64,Asian American,High-School,25K --50K,North,Airport Hotels,2016-04-06,2016-04-10,2015-10-22,2,1,0,HB,No,No,Non-Refundable,Online,Yes,Check-Out,Yes,10,222,167
5976625,M,65,Latino,College,<25K,South,Airport Hotels,2016-04-06,2016-04-08,2015-10-20,4,2,1,HB,No,No,Non-Refundable,Online,Yes,Check-Out,Yes,5,162,169
77016504,M,54,Latino,College,<25K,East,Airport Hotels,2016-04-06,2016-04-07,2015-10-19,3,1,0,HB,Yes,Yes,No Deposit,Direct,Yes,Check-Out,Yes,30,207,170
70358963,M,28,African American,High-School,50K -- 100K,West,Airport Hotels,2016-04-06,2016-04-07,2015-10-19,3,1,1,HB,No,No,No Deposit,Online,Yes,Check-Out,No,0,145,170
93193621,F,55,Latino,High-School,<25K,West,Airport Hotels,2016-04-06,2016-04-08,2015-10-20,3,3,0,HB,Yes,Yes,No Deposit,Direct,Yes,Check-Out,Yes,30,196,169
14964208,F,43,Latino,High-School,50K -- 100K,South,Resort,2016-04-06,2016-04-09,2015-10-21,2,3,1,HB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,10,246,168
31356143,M,57,Asian American,High-School,50K -- 100K,South,Resort,2016-04-06,2016-04-09,2015-10-21,2,1,0,HB,No,No,Refundable,Online,Yes,Check-Out,Yes,10,166,168
95426450,M,53,caucasian,College,50K -- 100K,North,Airport Hotels,2016-03-08,2016-03-12,2015-10-25,1,1,0,BB,Yes,No,No Deposit,Direct,No,Check-Out,Yes,40,242,135
40918756,F,40,African American,Mid-School,50K -- 100K,North,Airport Hotels,2016-03-30,2016-04-03,2015-10-15,2,1,0,HB,No,No,Refundable,Direct,No,Check-Out,No,0,106,167
33630416,F,70,caucasian,Grad,<25K,North,Airport Hotels,2016-04-06,2016-04-09,2015-10-21,1,3,0,HB,No,No,No Deposit,Direct,Yes,Check-Out,No,0,111,168
94989206,M,55,African American,High-School,25K --50K,East,City Hotel,2016-04-06,2016-04-07,2015-10-19,5,1,0,HB,Yes,No,No Deposit,Online,No,Check-Out,Yes,10,146,170
65341042,F,67,caucasian,College,25K --50K,South,Resort,2016-04-06,2016-04-07,2015-10-19,1,2,0,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,5,237,170
53118206,F,55,Latino,Mid-School,25K --50K,North,Airport Hotels,2016-04-06,2016-04-09,2015-10-21,1,1,0,HB,Yes,Yes,No Deposit,Direct,No,Check-Out,Yes,15,218,168
69485867,F,36,African American,High-School,<25K,West,Resort,2016-04-06,2016-04-07,2015-10-19,2,2,0,HB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,40,209,170
4910364,F,55,Asian American,College,25K --50K,South,Resort,2016-04-06,2016-04-07,2015-10-19,1,1,0,HB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,10,222,170
56687829,M,48,Asian American,College,25K --50K,West,Resort,2016-04-06,2016-04-07,2015-10-19,2,3,0,HB,Yes,No,Refundable,Direct,Yes,Check-Out,No,0,124,170
8485493,F,36,African American,Grad,50K -- 100K,South,Airport Hotels,2016-04-06,2016-04-09,2015-10-21,1,2,0,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,25,100,168
75891485,F,56,caucasian,College,<25K,East,City Hotel,2016-04-06,2016-04-08,2015-10-20,2,2,1,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,5,167,169
98010713,F,37,Asian American,College,<25K,East,City Hotel,2016-04-06,2016-04-08,2015-10-20,2,2,0,HB,No,No,Non-Refundable,Direct,No,Check-Out,Yes,20,213,169
86016963,F,60,African American,College,<25K,East,Airport Hotels,2016-04-06,2016-04-08,2015-10-20,2,2,0,HB,No,No,No Deposit,Online,No,Check-Out,Yes,25,159,169
30825483,M,37,caucasian,Mid-School,50K -- 100K,North,Airport Hotels,2016-04-06,2016-04-08,2015-10-20,5,2,0,HB,Yes,No,Refundable,Online,No,Check-Out,Yes,20,211,169
64765124,M,20,Asian American,Mid-School,50K -- 100K,South,Airport Hotels,2016-04-06,2016-04-07,2015-10-19,5,1,0,HB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,10,120,170
14058825,M,18,African American,College,25K --50K,South,Airport Hotels,2016-04-06,2016-04-07,2015-10-19,5,2,0,HB,Yes,No,Refundable,Online,Yes,Check-Out,No,0,113,170
59449557,F,56,Latino,College,25K --50K,North,City Hotel,2016-04-04,2016-04-06,2016-02-24,3,1,2,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,10,181,40
23963945,F,26,caucasian,Grad,>100K,South,City Hotel,2016-04-08,2016-04-11,2015-10-23,2,3,0,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,212,168
